Region,Date,Year,Month,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Tacoma, WA",10/31/2015,2015,11,$215K,-0.1%,10.1%,343,-19.5%,0.0%,330,-25.8%,4.8%,899,-7.4%,-24.5%,27,-1,-22,99.0%,-0.3%,0.7%
"Tacoma, WA",11/30/2015,2015,12,$222K,3.2%,19.7%,422,23.0%,14.4%,235,-28.8%,-4.9%,741,-17.6%,-32.2%,32,5,-23,99.7%,0.7%,0.9%
"Tacoma, WA",12/31/2015,2015,1,$204K,-7.7%,16.0%,326,-22.7%,19.9%,364,54.9%,0.0%,673,-9.2%,-34.8%,41,9,-9,99.0%,-0.7%,0.7%
"Tacoma, WA",1/31/2016,2016,2,$219K,7.1%,10.3%,338,3.7%,16.6%,408,12.1%,5.7%,616,-8.5%,-37.8%,47,6,-7,99.6%,0.6%,0.8%
"Tacoma, WA",2/29/2016,2016,3,$225K,2.7%,8.4%,483,42.9%,22.6%,514,26.0%,-10.5%,603,-2.1%,-39.5%,23,-24,-32,100.4%,0.8%,1.4%
"Tacoma, WA",3/31/2016,2016,4,$231K,2.7%,10.1%,464,-3.9%,-0.6%,570,10.9%,14.2%,622,3.2%,-37.9%,15,-8,-14,101.2%,0.8%,2.3%
"Tacoma, WA",4/30/2016,2016,5,$240K,3.6%,14.0%,483,4.1%,12.1%,644,13.0%,14.2%,743,19.5%,-30.1%,11,-4,-12,101.2%,0.0%,1.4%
"Tacoma, WA",5/31/2016,2016,6,$242K,1.0%,12.6%,513,6.2%,8.9%,631,-2.0%,15.8%,810,9.0%,-22.9%,10,-1,-14,101.6%,0.4%,1.8%
"Tacoma, WA",6/30/2016,2016,7,$241K,-0.5%,14.7%,471,-8.2%,-13.6%,660,4.6%,9.6%,897,10.7%,-19.3%,10,0,-16,101.3%,-0.3%,1.6%
"Tacoma, WA",7/31/2016,2016,8,$243K,0.9%,8.0%,521,10.6%,13.5%,651,-1.4%,24.7%,971,8.2%,-10.9%,14,4,-10,100.8%,-0.5%,0.8%
"Tacoma, WA",8/31/2016,2016,9,$240K,-1.2%,14.2%,521,0.0%,15.8%,538,-17.4%,17.2%,"1,005",3.5%,-1.8%,16,2,-10,100.5%,-0.2%,1.4%
"Tacoma, WA",9/30/2016,2016,10,$237K,-1.1%,10.3%,424,-18.6%,-0.5%,458,-14.9%,2.9%,931,-7.4%,-4.1%,19,3,-9,100.1%,-0.4%,0.8%
"Tacoma, WA",10/31/2016,2016,11,$245K,3.3%,14.1%,422,-0.5%,23.0%,347,-24.2%,5.2%,787,-15.5%,-12.5%,27,8,0,99.2%,-0.9%,0.2%
"Tacoma, WA",11/30/2016,2016,12,$240K,-2.0%,8.4%,461,9.2%,9.2%,263,-24.2%,11.9%,631,-19.8%,-14.8%,33,6,1,99.4%,0.2%,-0.3%
"Tacoma, WA",12/31/2016,2016,1,$235K,-2.1%,15.0%,427,-7.4%,31.0%,357,35.7%,-1.9%,528,-16.3%,-21.5%,33,0,-8,100.1%,0.6%,1.1%
"Tacoma, WA",1/31/2017,2017,2,$238K,1.1%,8.4%,348,-18.5%,3.0%,398,11.5%,-2.5%,481,-8.9%,-21.9%,35,2,-12,99.8%,-0.2%,0.3%
"Tacoma, WA",2/28/2017,2017,3,$255K,7.4%,13.3%,500,43.7%,3.5%,586,47.2%,14.0%,531,10.4%,-11.9%,15,-20,-8,101.8%,2.0%,1.4%
"Tacoma, WA",3/31/2017,2017,4,$258K,1.2%,11.6%,442,-11.6%,-4.7%,549,-6.3%,-3.7%,526,-0.9%,-15.4%,7,-8,-8,102.9%,1.1%,1.7%
"Tacoma, WA",4/30/2017,2017,5,$262K,1.4%,9.2%,560,26.7%,15.9%,689,25.5%,7.0%,609,15.8%,-18.0%,8,1,-3,103.2%,0.3%,2.0%
"Tacoma, WA",5/31/2017,2017,6,$275K,5.2%,13.6%,579,3.4%,12.9%,770,11.8%,22.0%,765,25.6%,-5.6%,8,0,-2,102.7%,-0.6%,1.1%
"Tacoma, WA",6/30/2017,2017,7,$278K,0.9%,15.2%,584,0.9%,24.0%,678,-11.9%,2.7%,820,7.2%,-8.6%,9,1,-1,102.9%,0.2%,1.6%
"Tacoma, WA",7/31/2017,2017,8,$275K,-0.9%,13.2%,597,2.2%,14.6%,645,-4.9%,-0.9%,839,2.3%,-13.6%,10,1,-4,102.0%,-0.9%,1.2%
"Tacoma, WA",8/31/2017,2017,9,$283K,2.7%,17.7%,529,-11.4%,1.5%,549,-14.9%,2.0%,842,0.4%,-16.2%,13,3,-3,101.6%,-0.4%,1.0%
"Tacoma, WA",9/30/2017,2017,10,$270K,-4.4%,13.8%,542,2.5%,27.8%,438,-20.2%,-4.4%,697,-17.2%,-25.1%,18,5,-1,101.4%,-0.2%,1.2%
"Tacoma, WA",10/31/2017,2017,11,$275K,1.9%,12.2%,482,-11.1%,14.2%,365,-16.7%,5.2%,581,-16.6%,-26.2%,20,2,-7,101.0%,-0.4%,1.8%
"Tacoma, WA",11/30/2017,2017,12,$270K,-1.8%,12.5%,444,-7.9%,-3.7%,285,-21.9%,8.4%,491,-15.5%,-22.2%,27,7,-6,101.2%,0.2%,1.7%
"Tacoma, WA",12/31/2017,2017,1,$267K,-1.0%,13.8%,366,-17.6%,-14.3%,400,40.4%,12.0%,421,-14.3%,-20.3%,24,-3,-9,100.4%,-0.8%,0.3%
"Tacoma, WA",1/31/2018,2018,2,$289K,8.2%,21.8%,398,8.7%,14.4%,375,-6.3%,-5.8%,345,-18.1%,-28.3%,19,-5,-16,101.1%,0.7%,1.3%
"Tacoma, WA",2/28/2018,2018,3,$299K,3.2%,17.1%,448,12.6%,-10.4%,537,43.2%,-8.4%,384,11.3%,-27.7%,11,-8,-4,101.8%,0.7%,0.0%
"Tacoma, WA",3/31/2018,2018,4,$295K,-1.2%,14.3%,486,8.5%,10.0%,562,4.7%,2.4%,399,3.9%,-24.1%,7,-4,0,102.8%,1.0%,-0.1%
"Tacoma, WA",4/30/2018,2018,5,$305K,3.4%,16.6%,575,18.3%,2.7%,681,21.2%,-1.2%,484,21.3%,-20.5%,6,-1,-2,103.0%,0.2%,-0.2%
"Tacoma, WA",5/31/2018,2018,6,$310K,1.7%,12.8%,568,-1.2%,-1.9%,622,-8.7%,-19.2%,582,20.2%,-23.9%,7,1,-1,102.9%,-0.2%,0.2%
"Tacoma, WA",6/30/2018,2018,7,$310K,-0.1%,11.7%,510,-10.2%,-12.7%,623,0.2%,-8.1%,682,17.2%,-16.8%,7,0,-2,102.1%,-0.7%,-0.7%
"Tacoma, WA",7/31/2018,2018,8,$315K,1.6%,14.5%,523,2.5%,-12.4%,627,0.6%,-2.8%,781,14.5%,-6.9%,11,4,1,100.6%,-1.5%,-1.4%
"Tacoma, WA",8/31/2018,2018,9,$306K,-2.9%,8.2%,410,-21.6%,-22.5%,496,-20.9%,-9.7%,770,-1.4%,-8.6%,12,1,-1,100.4%,-0.2%,-1.2%
"Tacoma, WA",9/30/2018,2018,10,$300K,-1.9%,11.1%,485,18.3%,-10.5%,470,-5.2%,7.3%,719,-6.6%,3.2%,22,10,4,100.2%,-0.2%,-1.2%
"Tacoma, WA",10/31/2018,2018,11,$305K,1.7%,10.9%,456,-6.0%,-5.4%,358,-23.8%,-1.9%,657,-8.6%,13.1%,25,3,5,99.9%,-0.4%,-1.1%
"Tacoma, WA",11/30/2018,2018,12,$303K,-0.8%,12.0%,363,-20.4%,-18.2%,216,-39.7%,-24.2%,513,-21.9%,4.5%,21,-4,-6,99.9%,0.1%,-1.2%
"Tacoma, WA",12/31/2018,2018,1,$300K,-0.8%,12.2%,309,-14.9%,-15.6%,382,76.9%,-4.5%,462,-9.9%,9.7%,28,7,4,99.4%,-0.5%,-1.0%
"Tacoma, WA",1/31/2019,2019,2,$314K,4.7%,8.6%,361,16.8%,-9.3%,311,-18.6%,-17.1%,389,-15.8%,12.8%,18,-10,-1,100.2%,0.8%,-0.9%
"Tacoma, WA",2/28/2019,2019,3,$320K,1.9%,7.2%,390,8.0%,-12.9%,530,70.4%,-1.3%,411,5.7%,7.0%,14,-4,3,100.1%,-0.1%,-1.7%
"Tacoma, WA",3/31/2019,2019,4,$320K,0.0%,8.5%,480,23.1%,-1.2%,528,-0.4%,-6.0%,422,2.7%,5.8%,7,-7,0,101.2%,1.1%,-1.5%
"Tacoma, WA",4/30/2019,2019,5,$326K,1.9%,6.9%,506,5.4%,-12.0%,690,30.7%,1.3%,552,30.8%,14.0%,7,0,1,101.7%,0.5%,-1.3%
"Tacoma, WA",5/31/2019,2019,6,$335K,2.8%,8.0%,523,3.4%,-7.9%,618,-10.4%,-0.6%,577,4.5%,-0.9%,6,-1,-1,101.6%,-0.1%,-1.3%
"Tacoma, WA",6/30/2019,2019,7,$338K,0.9%,9.0%,525,0.4%,2.9%,545,-11.8%,-12.5%,624,8.1%,-8.5%,7,1,0,101.4%,-0.2%,-0.7%
"Tacoma, WA",7/31/2019,2019,8,$325K,-3.8%,3.2%,505,-3.8%,-3.4%,574,5.3%,-8.5%,665,6.6%,-14.9%,10,3,-1,100.8%,-0.6%,0.2%
"Tacoma, WA",8/31/2019,2019,9,$330K,1.5%,7.9%,434,-14.1%,5.9%,470,-18.1%,-5.2%,629,-5.4%,-18.3%,11,1,-1,100.7%,-0.1%,0.3%
"Tacoma, WA",9/30/2019,2019,10,$330K,0.0%,10.0%,483,11.3%,-0.4%,426,-9.4%,-9.4%,561,-10.8%,-22.0%,17,6,-5,100.2%,-0.5%,0.0%
"Tacoma, WA",10/31/2019,2019,11,$335K,1.5%,9.8%,415,-14.1%,-9.0%,271,-36.4%,-24.3%,386,-31.2%,-41.2%,19,2,-6,100.3%,0.1%,0.4%
"Tacoma, WA",11/30/2019,2019,12,$330K,-1.6%,8.9%,435,4.8%,19.8%,228,-15.9%,5.6%,288,-25.4%,-43.9%,19,0,-2,100.4%,0.1%,0.4%
"Tacoma, WA",12/31/2019,2019,1,$347K,5.2%,15.5%,303,-30.3%,-1.9%,319,39.9%,-16.5%,272,-5.6%,-41.1%,16,-3,-12,100.7%,0.4%,1.3%
"Tacoma, WA",1/31/2020,2020,2,$357K,2.9%,13.5%,282,-6.9%,-21.9%,397,24.5%,27.7%,334,22.8%,-14.1%,9,-7,-9,101.8%,1.1%,1.6%
"Tacoma, WA",2/29/2020,2020,3,$350K,-1.8%,9.3%,356,26.2%,-8.7%,539,35.8%,1.7%,429,28.4%,4.4%,5,-4,-9,102.8%,1.0%,2.7%
"Tacoma, WA",3/31/2020,2020,4,$355K,1.4%,10.9%,355,-0.3%,-26.0%,389,-27.8%,-26.3%,448,4.4%,6.2%,5,0,-2,102.3%,-0.5%,1.0%
"Tacoma, WA",4/30/2020,2020,5,$350K,-1.4%,7.4%,365,2.8%,-27.9%,460,18.3%,-33.3%,421,-6.0%,-23.7%,7,2,0,101.8%,-0.4%,0.1%
"Tacoma, WA",5/31/2020,2020,6,$363K,3.8%,8.4%,462,26.6%,-11.7%,469,2.0%,-24.1%,388,-7.8%,-32.8%,7,0,1,101.6%,-0.3%,0.0%
"Tacoma, WA",6/30/2020,2020,7,$385K,6.0%,13.9%,503,8.9%,-4.2%,629,34.1%,15.4%,431,11.1%,-30.9%,7,0,0,101.9%,0.3%,0.5%
"Tacoma, WA",7/31/2020,2020,8,$375K,-2.6%,15.4%,534,6.2%,5.7%,592,-5.9%,3.1%,407,-5.6%,-38.8%,6,-1,-4,102.3%,0.4%,1.5%
"Tacoma, WA",8/31/2020,2020,9,$390K,4.0%,18.2%,527,-1.3%,21.4%,460,-22.3%,-2.1%,348,-14.5%,-44.7%,6,0,-5,102.5%,0.2%,1.8%
"Tacoma, WA",9/30/2020,2020,10,$372K,-4.6%,12.7%,505,-4.2%,4.6%,541,17.6%,27.0%,360,3.4%,-35.8%,6,0,-11,102.3%,-0.2%,2.1%
"Tacoma, WA",10/31/2020,2020,11,$395K,6.2%,17.9%,433,-14.3%,4.3%,366,-32.3%,35.1%,271,-24.7%,-29.8%,6,0,-13,102.6%,0.3%,2.3%
"Tacoma, WA",11/30/2020,2020,12,$399K,1.0%,21.1%,529,22.2%,21.6%,279,-23.8%,22.4%,188,-30.6%,-34.7%,6,0,-13,102.6%,0.0%,2.3%
"Tacoma, WA",12/31/2020,2020,1,$405K,1.5%,16.9%,316,-40.3%,4.3%,386,38.4%,21.0%,174,-7.4%,-36.0%,6,0,-10,103.2%,0.6%,2.4%
"Tacoma, WA",1/31/2021,2021,2,$402K,-0.9%,12.6%,360,13.9%,27.7%,407,5.4%,2.5%,184,5.7%,-44.9%,5,-1,-4,105.0%,1.8%,3.2%
"Tukwila, WA",1/31/2012,2012,2,$122K,80.0%,-11.1%,15,114.3%,87.5%,17,30.8%,-22.7%,60,-6.3%,-40.6%,98,-2,-29,93.8%,0.2%,0.9%
"Tukwila, WA",2/29/2012,2012,3,$148K,20.9%,-14.7%,16,6.7%,0.0%,19,11.8%,-29.6%,60,0.0%,-45.0%,110,12,55,96.1%,2.3%,-0.1%
"Tukwila, WA",3/31/2012,2012,4,$163K,10.8%,-7.2%,16,0.0%,33.3%,25,31.6%,19.0%,68,13.3%,-34.0%,148,38,23,93.3%,-2.9%,-1.8%
"Tukwila, WA",4/30/2012,2012,5,$120K,-26.5%,-40.4%,15,-6.3%,50.0%,25,0.0%,31.6%,69,1.5%,-31.7%,40,-108,-37,94.2%,0.9%,-0.9%
"Tukwila, WA",5/31/2012,2012,6,$69K,-42.5%,-42.5%,11,-26.7%,-35.3%,20,-20.0%,-20.0%,62,-10.1%,-36.7%,104,64,64,97.0%,2.8%,2.2%
"Tukwila, WA",6/30/2012,2012,7,$173K,150.7%,-9.5%,16,45.5%,14.3%,23,15.0%,-28.1%,63,1.6%,-38.8%,28,-76,-77,101.8%,4.8%,7.0%
"Tukwila, WA",7/31/2012,2012,8,$161K,-6.9%,3.9%,21,31.3%,23.5%,23,0.0%,-17.9%,56,-11.1%,-46.7%,32,4,11,101.5%,-0.3%,3.5%
"Tukwila, WA",8/31/2012,2012,9,$225K,39.8%,25.0%,19,-9.5%,46.2%,28,21.7%,47.4%,67,19.6%,-33.7%,51,19,5,98.9%,-2.7%,-0.8%
"Tukwila, WA",9/30/2012,2012,10,$162K,-28.0%,28.1%,19,0.0%,-5.0%,14,-50.0%,-33.3%,51,-23.9%,-44.6%,21,-30,-38,94.0%,-4.8%,-2.7%
"Tukwila, WA",10/31/2012,2012,11,$175K,8.0%,7.4%,11,-42.1%,-35.3%,31,121.4%,121.4%,66,29.4%,-18.5%,25,4,-56,101.8%,7.8%,8.0%
"Tukwila, WA",11/30/2012,2012,12,$110K,-37.1%,-8.3%,15,36.4%,-31.8%,13,-58.1%,44.4%,60,-9.1%,-18.9%,27,2,-87,98.3%,-3.5%,-0.1%
"Tukwila, WA",12/31/2012,2012,1,$159K,44.3%,134.3%,20,33.3%,185.7%,20,53.8%,53.8%,53,-11.7%,-17.2%,47,20,-53,98.2%,-0.2%,4.5%
"Tukwila, WA",1/31/2013,2013,2,$180K,13.3%,47.5%,17,-15.0%,13.3%,23,15.0%,35.3%,49,-7.5%,-18.3%,59,12,-39,96.6%,-1.6%,2.7%
"Tukwila, WA",2/28/2013,2013,3,$175K,-2.7%,18.6%,17,0.0%,6.3%,36,56.5%,89.5%,50,2.0%,-16.7%,65,6,-45,99.4%,2.8%,3.3%
"Tukwila, WA",3/31/2013,2013,4,$151K,-13.9%,-7.7%,30,76.5%,87.5%,21,-41.7%,-16.0%,53,6.0%,-22.1%,47,-18,-101,96.7%,-2.7%,3.4%
"Tukwila, WA",4/30/2013,2013,5,$188K,24.4%,56.3%,18,-40.0%,20.0%,38,81.0%,52.0%,73,37.7%,5.8%,25,-22,-15,100.6%,3.9%,6.4%
"Tukwila, WA",5/31/2013,2013,6,$230K,22.7%,233.3%,15,-16.7%,36.4%,31,-18.4%,55.0%,78,6.8%,25.8%,68,43,-36,101.5%,0.9%,4.4%
"Tukwila, WA",6/30/2013,2013,7,$204K,-11.3%,17.9%,27,80.0%,68.8%,22,-29.0%,-4.3%,67,-14.1%,6.3%,16,-52,-12,101.0%,-0.5%,-0.9%
"Tukwila, WA",7/31/2013,2013,8,$182K,-11.0%,12.7%,26,-3.7%,23.8%,35,59.1%,52.2%,85,26.9%,51.8%,26,10,-6,101.5%,0.5%,0.0%
"Tukwila, WA",8/31/2013,2013,9,$241K,32.5%,6.9%,16,-38.5%,-15.8%,22,-37.1%,-21.4%,84,-1.2%,25.4%,32,6,-19,103.9%,2.5%,5.1%
"Tukwila, WA",9/30/2013,2013,10,$247K,2.7%,52.4%,20,25.0%,5.3%,24,9.1%,71.4%,90,7.1%,76.5%,31,-1,10,99.9%,-4.1%,5.8%
"Tukwila, WA",10/31/2013,2013,11,$175K,-29.2%,-0.1%,19,-5.0%,72.7%,17,-29.2%,-45.2%,74,-17.8%,12.1%,31,0,6,103.9%,4.0%,2.0%
"Tukwila, WA",11/30/2013,2013,12,$196K,11.9%,78.0%,24,26.3%,60.0%,13,-23.5%,0.0%,71,-4.1%,18.3%,74,43,47,99.1%,-4.7%,0.8%
"Tukwila, WA",12/31/2013,2013,1,$135K,-31.3%,-15.3%,16,-33.3%,-20.0%,22,69.2%,10.0%,71,0.0%,34.0%,47,-27,0,96.6%,-2.5%,-1.5%
"Tukwila, WA",1/31/2014,2014,2,$214K,59.1%,19.0%,6,-62.5%,-64.7%,17,-22.7%,-26.1%,63,-11.3%,28.6%,63,16,4,97.0%,0.4%,0.4%
"Tukwila, WA",2/28/2014,2014,3,$164K,-23.4%,-6.3%,21,250.0%,23.5%,21,23.5%,-41.7%,48,-23.8%,-4.0%,39,-24,-26,99.3%,2.3%,-0.1%
"Tukwila, WA",3/31/2014,2014,4,$218K,32.9%,44.5%,21,0.0%,-30.0%,24,14.3%,14.3%,50,4.2%,-5.7%,34,-5,-13,99.3%,0.0%,2.6%
"Tukwila, WA",4/30/2014,2014,5,$201K,-7.8%,7.2%,25,19.0%,38.9%,26,8.3%,-31.6%,52,4.0%,-28.8%,52,18,27,98.3%,-1.0%,-2.3%
"Tukwila, WA",5/31/2014,2014,6,$235K,16.9%,2.2%,23,-8.0%,53.3%,25,-3.8%,-19.4%,51,-1.9%,-34.6%,13,-39,-55,100.2%,1.9%,-1.2%
"Tukwila, WA",6/30/2014,2014,7,$218K,-7.3%,6.7%,20,-13.0%,-25.9%,28,12.0%,27.3%,58,13.7%,-13.4%,19,6,3,99.1%,-1.1%,-1.9%
"Tukwila, WA",7/31/2014,2014,8,$187K,-14.0%,3.2%,22,10.0%,-15.4%,27,-3.6%,-22.9%,64,10.3%,-24.7%,26,7,0,97.0%,-2.1%,-4.4%
"Tukwila, WA",8/31/2014,2014,9,$230K,22.8%,-4.4%,18,-18.2%,12.5%,26,-3.7%,18.2%,64,0.0%,-23.8%,13,-13,-19,98.0%,1.0%,-5.9%
"Tukwila, WA",9/30/2014,2014,10,$180K,-21.7%,-27.1%,21,16.7%,5.0%,20,-23.1%,-16.7%,50,-21.9%,-44.4%,19,6,-12,99.1%,1.1%,-0.7%
"Tukwila, WA",10/31/2014,2014,11,$197K,9.3%,12.5%,19,-9.5%,0.0%,16,-20.0%,-5.9%,46,-8.0%,-37.8%,37,18,6,97.9%,-1.2%,-5.9%
"Tukwila, WA",11/30/2014,2014,12,$223K,13.1%,13.7%,17,-10.5%,-29.2%,13,-18.8%,0.0%,48,4.3%,-32.4%,47,10,-27,99.6%,1.7%,0.4%
"Tukwila, WA",12/31/2014,2014,1,$255K,14.6%,89.6%,9,-47.1%,-43.8%,29,123.1%,31.8%,54,12.5%,-23.9%,37,-10,-10,97.3%,-2.3%,0.7%
"Tukwila, WA",1/31/2015,2015,2,$186K,-27.0%,-13.0%,18,100.0%,200.0%,20,-31.0%,17.6%,49,-9.3%,-22.2%,85,48,22,99.0%,1.7%,2.0%
"Tukwila, WA",2/28/2015,2015,3,$218K,16.8%,32.6%,23,27.8%,9.5%,16,-20.0%,-23.8%,40,-18.4%,-16.7%,22,-63,-17,101.2%,2.2%,1.9%
"Tukwila, WA",3/31/2015,2015,4,$288K,32.2%,31.9%,21,-8.7%,0.0%,22,37.5%,-8.3%,41,2.5%,-18.0%,29,7,-5,98.4%,-2.8%,-0.9%
"Tukwila, WA",4/30/2015,2015,5,$209K,-27.3%,4.0%,16,-23.8%,-36.0%,20,-9.1%,-23.1%,42,2.4%,-19.2%,20,-9,-32,100.4%,2.0%,2.1%
"Tukwila, WA",5/31/2015,2015,6,$279K,33.4%,18.7%,23,43.8%,0.0%,20,0.0%,-20.0%,39,-7.1%,-23.5%,21,1,8,98.4%,-2.0%,-1.8%
"Tukwila, WA",6/30/2015,2015,7,$300K,7.5%,37.7%,18,-21.7%,-10.0%,28,40.0%,0.0%,44,12.8%,-24.1%,9,-12,-10,100.4%,2.0%,1.3%
"Tukwila, WA",7/31/2015,2015,8,$179K,-40.5%,-4.7%,14,-22.2%,-36.4%,26,-7.1%,-3.7%,48,9.1%,-25.0%,20,11,-6,102.7%,2.3%,5.6%
"Tukwila, WA",8/31/2015,2015,9,$303K,69.5%,31.5%,21,50.0%,16.7%,20,-23.1%,-23.1%,45,-6.3%,-29.7%,19,-1,6,101.4%,-1.3%,3.3%
"Tukwila, WA",9/30/2015,2015,10,$281K,-7.2%,55.9%,14,-33.3%,-33.3%,21,5.0%,5.0%,41,-8.9%,-18.0%,15,-4,-4,98.6%,-2.8%,-0.6%
"Tukwila, WA",10/31/2015,2015,11,$243K,-13.6%,23.3%,12,-14.3%,-36.8%,20,-4.8%,25.0%,39,-4.9%,-15.2%,34,19,-3,100.3%,1.7%,2.3%
"Tukwila, WA",11/30/2015,2015,12,$307K,26.4%,37.8%,25,108.3%,47.1%,10,-50.0%,-23.1%,34,-12.8%,-29.2%,42,8,-5,98.9%,-1.4%,-0.7%
"Tukwila, WA",12/31/2015,2015,1,$258K,-16.0%,1.0%,14,-44.0%,55.6%,16,60.0%,-44.8%,35,2.9%,-35.2%,29,-13,-8,98.2%,-0.7%,1.0%
"Tukwila, WA",1/31/2016,2016,2,$251K,-2.5%,34.8%,17,21.4%,-5.6%,21,31.3%,5.0%,31,-11.4%,-36.7%,13,-16,-72,99.1%,0.9%,0.1%
"Tukwila, WA",2/29/2016,2016,3,$300K,19.5%,37.9%,25,47.1%,8.7%,25,19.0%,56.3%,26,-16.1%,-35.0%,20,7,-2,97.9%,-1.2%,-3.2%
"Tukwila, WA",3/31/2016,2016,4,$241K,-19.7%,-16.2%,22,-12.0%,4.8%,40,60.0%,81.8%,35,34.6%,-14.6%,7,-13,-22,103.8%,5.9%,5.4%
"Tukwila, WA",4/30/2016,2016,5,$233K,-3.5%,11.2%,16,-27.3%,0.0%,28,-30.0%,40.0%,40,14.3%,-4.8%,6,-1,-14,101.9%,-1.9%,1.5%
"Tukwila, WA",5/31/2016,2016,6,$328K,41.1%,17.6%,29,81.3%,26.1%,46,64.3%,130.0%,58,45.0%,48.7%,9,3,-12,102.8%,1.0%,4.5%
"Tukwila, WA",6/30/2016,2016,7,$265K,-19.2%,-11.6%,27,-6.9%,50.0%,34,-26.1%,21.4%,53,-8.6%,20.5%,11,2,2,103.3%,0.5%,3.0%
"Tukwila, WA",7/31/2016,2016,8,$346K,30.4%,93.6%,32,18.5%,128.6%,32,-5.9%,23.1%,47,-11.3%,-2.1%,14,3,-6,100.8%,-2.6%,-1.9%
"Tukwila, WA",8/31/2016,2016,9,$290K,-16.1%,-4.1%,35,9.4%,66.7%,27,-15.6%,35.0%,44,-6.4%,-2.2%,21,7,2,100.1%,-0.7%,-1.3%
"Tukwila, WA",9/30/2016,2016,10,$320K,10.3%,14.0%,19,-45.7%,35.7%,21,-22.2%,0.0%,34,-22.7%,-17.1%,12,-9,-3,102.5%,2.5%,4.0%
"Tukwila, WA",10/31/2016,2016,11,$353K,10.3%,45.6%,24,26.3%,100.0%,28,33.3%,40.0%,42,23.5%,7.7%,13,1,-21,101.5%,-1.0%,1.2%
"Tukwila, WA",11/30/2016,2016,12,$345K,-2.3%,12.6%,26,8.3%,4.0%,11,-60.7%,10.0%,30,-28.6%,-11.8%,32,19,-10,99.4%,-2.1%,0.5%
"Tukwila, WA",12/31/2016,2016,1,$275K,-20.3%,6.8%,18,-30.8%,28.6%,18,63.6%,12.5%,30,0.0%,-14.3%,23,-9,-6,98.7%,-0.7%,0.5%
"Tukwila, WA",1/31/2017,2017,2,$311K,13.1%,23.9%,16,-11.1%,-5.9%,24,33.3%,14.3%,31,3.3%,0.0%,27,4,14,99.3%,0.6%,0.2%
"Tukwila, WA",2/28/2017,2017,3,$305K,-1.9%,1.7%,27,68.8%,8.0%,29,20.8%,16.0%,33,6.5%,26.9%,16,-11,-4,101.4%,2.1%,3.5%
"Tukwila, WA",3/31/2017,2017,4,$345K,13.1%,43.2%,20,-25.9%,-9.1%,24,-17.2%,-40.0%,25,-24.2%,-28.6%,12,-4,5,100.3%,-1.1%,-3.5%
"Tukwila, WA",4/30/2017,2017,5,$304K,-11.8%,30.9%,32,60.0%,100.0%,30,25.0%,7.1%,35,40.0%,-12.5%,11,-1,5,105.0%,4.7%,3.2%
"Tukwila, WA",5/31/2017,2017,6,$275K,-9.6%,-16.2%,15,-53.1%,-48.3%,39,30.0%,-15.2%,44,25.7%,-24.1%,12,1,3,102.1%,-2.9%,-0.7%
"Tukwila, WA",6/30/2017,2017,7,$314K,14.2%,18.5%,27,80.0%,0.0%,33,-15.4%,-2.9%,44,0.0%,-17.0%,8,-4,-3,102.6%,0.5%,-0.8%
"Tukwila, WA",7/31/2017,2017,8,$345K,9.9%,-0.2%,30,11.1%,-6.3%,37,12.1%,15.6%,48,9.1%,2.1%,12,4,-2,100.6%,-2.0%,-0.2%
"Tukwila, WA",8/31/2017,2017,9,$315K,-8.7%,8.6%,29,-3.3%,-17.1%,23,-37.8%,-14.8%,46,-4.2%,4.5%,6,-6,-15,101.2%,0.6%,1.1%
"Tukwila, WA",9/30/2017,2017,10,$410K,30.2%,28.1%,29,0.0%,52.6%,28,21.7%,33.3%,41,-10.9%,20.6%,24,18,12,100.0%,-1.1%,-2.5%
"Tukwila, WA",10/31/2017,2017,11,$326K,-20.5%,-7.7%,17,-41.4%,-29.2%,16,-42.9%,-42.9%,34,-17.1%,-19.0%,10,-14,-3,100.3%,0.3%,-1.2%
"Tukwila, WA",11/30/2017,2017,12,$415K,27.3%,20.3%,26,52.9%,0.0%,12,-25.0%,9.1%,26,-23.5%,-13.3%,21,11,-11,99.1%,-1.3%,-0.3%
"Tukwila, WA",12/31/2017,2017,1,$260K,-37.3%,-5.5%,19,-26.9%,5.6%,21,75.0%,16.7%,20,-23.1%,-33.3%,23,2,0,99.7%,0.6%,1.0%
"Tukwila, WA",1/31/2018,2018,2,$340K,30.8%,9.3%,25,31.6%,56.3%,23,9.5%,-4.2%,22,10.0%,-29.0%,19,-4,-8,103.2%,3.5%,3.8%
"Tukwila, WA",2/28/2018,2018,3,$352K,3.4%,15.2%,19,-24.0%,-29.6%,38,65.2%,31.0%,26,18.2%,-21.2%,8,-11,-8,105.0%,1.9%,3.6%
"Tukwila, WA",3/31/2018,2018,4,$400K,13.8%,16.0%,28,47.4%,40.0%,30,-21.1%,25.0%,32,23.1%,28.0%,8,0,-4,101.9%,-3.1%,1.6%
"Tukwila, WA",4/30/2018,2018,5,$410K,2.5%,34.8%,29,3.6%,-9.4%,46,53.3%,53.3%,44,37.5%,25.7%,8,0,-3,104.4%,2.4%,-0.6%
